,contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
1301,AAPL260417P00340000,AAPL,2026-04-17,340.00,put,0.00,64.08,62.15,26,66.00,21,0,0,2025-11-24,0.31243,-0.81274,0.00497,-0.01992,0.46610,-1.13722
1303,AAPL260417P00350000,AAPL,2026-04-17,350.00,put,0.00,74.08,72.15,26,76.00,21,0,0,2025-11-24,0.35146,-0.8153,0.00438,-0.02458,0.46214,-1.18075
1305,AAPL260417P00360000,AAPL,2026-04-17,360.00,put,0.00,84.08,82.15,26,86.00,21,0,0,2025-11-24,0.37097,-0.83131,0.00392,-0.02292,0.43638,-1.23567
1307,AAPL260417P00370000,AAPL,2026-04-17,370.00,put,0.00,94.08,92.15,26,96.00,21,0,0,2025-11-24,0.40999,-0.82922,0.00357,-0.02827,0.43984,-1.27453
1309,AAPL260417P00380000,AAPL,2026-04-17,380.00,put,0.00,104.08,102.15,20,106.00,21,0,0,2025-11-24,0.42950,-0.84008,0.00327,-0.02718,0.42155,-1.32431
1311,AAPL260417P00390000,AAPL,2026-04-17,390.00,put,0.00,114.08,112.15,26,116.00,21,0,0,2025-11-24,0.46853,-0.83564,0.00305,-0.03314,0.42913,-1.36090
1313,AAPL260417P00400000,AAPL,2026-04-17,400.00,put,0.00,124.08,122.15,26,126.00,21,0,0,2025-11-24,0.48804,-0.84333,0.00284,-0.03255,0.41590,-1.40757
1315,AAPL260417P00410000,AAPL,2026-04-17,410.00,put,0.00,134.10,132.20,1,136.00,21,0,0,2025-11-24,0.50755,-0.84964,0.00265,-0.03218,0.40472,-1.45292
1317,AAPL260417P00420000,AAPL,2026-04-17,420.00,put,0.00,144.10,142.15,21,146.05,21,0,0,2025-11-24,0.54657,-0.84317,0.00254,-0.03890,0.41618,-1.48762
1319,AAPL260417P00430000,AAPL,2026-04-17,430.00,put,0.00,154.10,152.15,26,156.05,26,0,0,2025-11-24,0.56608,-0.84778,0.00240,-0.03894,0.40804,-1.53133
1321,AAPL260417P00440000,AAPL,2026-04-17,440.00,put,0.00,164.10,162.15,26,166.05,26,0,0,2025-11-24,0.58560,-0.85157,0.00228,-0.03917,0.40124,-1.57427
1323,AAPL260417P00450000,AAPL,2026-04-17,450.00,put,0.00,174.10,172.15,26,176.05,26,0,0,2025-11-24,0.60511,-0.85466,0.00218,-0.03957,0.39563,-1.61655
1324,AAPL260515C00005000,AAPL,2026-05-15,5.00,call,270.38,271.07,269.15,21,273.00,4,1,12,2025-11-24,2.24409,0.99964,0.00000,-0.00210,0.00245,0.02238
1326,AAPL260515C00010000,AAPL,2026-05-15,10.00,call,265.39,266.10,264.20,21,268.00,2,2,2,2025-11-24,0.01976,1.0,0.00000,-0.00104,0.00000,0.04627
1328,AAPL260515C00015000,AAPL,2026-05-15,15.00,call,253.05,261.12,259.25,21,263.00,2,0,2,2025-11-24,0.01976,1.0,0.00000,-0.00157,0.00000,0.06940
1330,AAPL260515C00020000,AAPL,2026-05-15,20.00,call,0.00,256.15,254.30,21,258.00,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00209,0.00000,0.09254
1332,AAPL260515C00025000,AAPL,2026-05-15,25.00,call,0.00,251.35,249.40,21,253.30,1,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00261,0.00000,0.11567
1334,AAPL260515C00030000,AAPL,2026-05-15,30.00,call,179.90,246.45,244.50,21,248.40,1,0,1,2025-11-24,0.01976,1.0,0.00000,-0.00313,0.00000,0.13881
1336,AAPL260515C00035000,AAPL,2026-05-15,35.00,call,0.00,241.55,239.60,21,243.50,3,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00365,0.00000,0.16194
1338,AAPL260515C00040000,AAPL,2026-05-15,40.00,call,0.00,236.60,234.70,21,238.50,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00418,0.00000,0.18508
1340,AAPL260515C00045000,AAPL,2026-05-15,45.00,call,0.00,231.65,229.80,21,233.50,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00470,0.00000,0.20821
1342,AAPL260515C00050000,AAPL,2026-05-15,50.00,call,225.95,226.85,224.90,21,228.80,1,1,1,2025-11-24,0.83925,0.99949,0.00001,-0.00604,0.00343,0.23057
1344,AAPL260515C00060000,AAPL,2026-05-15,60.00,call,146.61,217.05,215.10,21,219.00,3,0,20,2025-11-24,0.78071,0.99918,0.00002,-0.00744,0.00531,0.27637
1346,AAPL260515C00070000,AAPL,2026-05-15,70.00,call,179.25,207.15,205.30,21,209.00,2,0,1,2025-11-24,0.01976,1.0,0.00000,-0.00731,0.00000,0.32389
1348,AAPL260515C00080000,AAPL,2026-05-15,80.00,call,189.64,197.48,195.55,21,199.40,1,0,1,2025-11-24,0.70267,0.99779,0.00005,-0.01097,0.01317,0.36681
1350,AAPL260515C00085000,AAPL,2026-05-15,85.00,call,184.72,192.57,190.65,21,194.50,2,0,1,2025-11-24,0.68315,0.99732,0.00006,-0.01189,0.01567,0.38924
1352,AAPL260515C00090000,AAPL,2026-05-15,90.00,call,182.21,187.62,185.75,26,189.50,2,0,33,2025-11-24,0.62462,0.99795,0.00005,-0.01156,0.01230,0.41338
1354,AAPL260515C00095000,AAPL,2026-05-15,95.00,call,177.32,182.68,180.85,26,184.50,2,0,2,2025-11-24,0.54657,0.99896,0.00003,-0.01093,0.00662,0.43805
1356,AAPL260515C00100000,AAPL,2026-05-15,100.00,call,168.00,177.93,175.95,21,179.90,21,0,3,2025-11-24,0.62462,0.99566,0.00011,-0.01468,0.02416,0.45618
1358,AAPL260515C00105000,AAPL,2026-05-15,105.00,call,146.38,173.05,171.10,21,175.00,21,0,1,2025-11-24,0.60511,0.99503,0.00013,-0.01559,0.02726,0.47840
1360,AAPL260515C00110000,AAPL,2026-05-15,110.00,call,0.00,168.10,166.20,21,170.00,2,0,0,2025-11-24,0.56608,0.99544,0.00012,-0.01548,0.02520,0.50223
1362,AAPL260515C00115000,AAPL,2026-05-15,115.00,call,157.28,162.98,161.30,26,164.65,30,0,2,2025-11-24,0.01976,1.0,0.00000,-0.01200,0.00000,0.53210
1364,AAPL260515C00120000,AAPL,2026-05-15,120.00,call,158.40,158.10,156.45,26,159.75,30,1,32,2025-11-24,0.37097,0.99974,0.00001,-0.01272,0.00184,0.55487
1366,AAPL260515C00125000,AAPL,2026-05-15,125.00,call,145.67,153.23,151.55,26,154.90,30,0,76,2025-11-24,0.42950,0.9981,0.00007,-0.01441,0.01144,0.57567
1368,AAPL260515C00130000,AAPL,2026-05-15,130.00,call,141.27,148.38,146.70,21,150.05,30,0,74,2025-11-24,0.44901,0.99603,0.00014,-0.01635,0.02226,0.59581
1370,AAPL260515C00135000,AAPL,2026-05-15,135.00,call,97.70,143.68,141.85,21,145.50,2,0,2,2025-11-24,0.48804,0.99076,0.00027,-0.02047,0.04712,0.61111
1372,AAPL260515C00140000,AAPL,2026-05-15,140.00,call,132.79,138.93,136.95,22,140.90,21,0,7,2025-11-24,0.48804,0.98769,0.00035,-0.02279,0.06049,0.62969
1374,AAPL260515C00145000,AAPL,2026-05-15,145.00,call,112.84,133.85,132.10,26,135.60,30,0,14,2025-11-24,0.44901,0.9893,0.00033,-0.02178,0.05356,0.65537
1376,AAPL260515C00150000,AAPL,2026-05-15,150.00,call,126.30,129.03,127.45,5,130.60,30,0,123,2025-11-24,0.42950,0.98859,0.00037,-0.02235,0.05661,0.67756
1378,AAPL260515C00155000,AAPL,2026-05-15,155.00,call,119.27,124.28,122.75,24,125.80,35,0,483,2025-11-24,0.42950,0.98482,0.00047,-0.02473,0.07247,0.69516
1380,AAPL260515C00160000,AAPL,2026-05-15,160.00,call,119.72,119.35,117.70,5,121.00,30,5,20,2025-11-24,0.40999,0.9839,0.00052,-0.02526,0.07622,0.71706
1382,AAPL260515C00165000,AAPL,2026-05-15,165.00,call,109.73,114.68,113.15,19,116.20,52,0,729,2025-11-24,0.42950,0.97461,0.00073,-0.03039,0.11215,0.72634
1384,AAPL260515C00170000,AAPL,2026-05-15,170.00,call,105.15,109.90,108.40,4,111.40,34,0,22,2025-11-24,0.40999,0.97298,0.00080,-0.03094,0.11814,0.74727
1386,AAPL260515C00175000,AAPL,2026-05-15,175.00,call,99.45,105.10,103.55,4,106.65,34,0,31,2025-11-24,0.39048,0.97134,0.00089,-0.03141,0.12407,0.76822
1388,AAPL260515C00180000,AAPL,2026-05-15,180.00,call,100.25,100.45,99.00,4,101.90,34,1,55,2025-11-24,0.39048,0.96374,0.00108,-0.03470,0.15067,0.78014
1390,AAPL260515C00185000,AAPL,2026-05-15,185.00,call,94.30,96.00,94.80,7,97.20,39,11,119,2025-11-24,0.40999,0.94803,0.00137,-0.04159,0.20145,0.77948
1392,AAPL260515C00190000,AAPL,2026-05-15,190.00,call,91.05,91.00,89.55,4,92.45,34,1,47,2025-11-24,0.37097,0.95196,0.00142,-0.03866,0.18920,0.80937
1394,AAPL260515C00195000,AAPL,2026-05-15,195.00,call,85.20,86.28,84.90,9,87.65,39,2,197,2025-11-24,0.37097,0.94088,0.00168,-0.04246,0.22304,0.81608
1396,AAPL260515C00200000,AAPL,2026-05-15,200.00,call,77.23,81.62,80.35,9,82.90,39,0,369,2025-11-24,0.35146,0.93702,0.00186,-0.04276,0.23434,0.83405
1398,AAPL260515C00210000,AAPL,2026-05-15,210.00,call,72.22,72.38,71.95,49,72.80,14,16,1082,2025-11-24,0.33194,0.91808,0.00241,-0.04691,0.28668,0.85299
1400,AAPL260515C00220000,AAPL,2026-05-15,220.00,call,64.55,63.85,63.50,7,64.20,40,30,910,2025-11-24,0.33194,0.8826,0.00313,-0.05509,0.37307,0.84644
1402,AAPL260515C00230000,AAPL,2026-05-15,230.00,call,56.00,55.28,54.95,7,55.60,30,189,1137,2025-11-24,0.31243,0.85111,0.00392,-0.05902,0.43943,0.84690
1404,AAPL260515C00240000,AAPL,2026-05-15,240.00,call,47.91,47.17,46.90,7,47.45,72,128,4787,2025-11-24,0.31243,0.80033,0.00473,-0.06653,0.52975,0.81631
1406,AAPL260515C00250000,AAPL,2026-05-15,250.00,call,39.82,39.33,39.30,8,39.35,21,10,2676,2025-11-24,0.29292,0.7524,0.00570,-0.06886,0.59881,0.79206
1408,AAPL260515C00260000,AAPL,2026-05-15,260.00,call,33.17,32.27,32.25,10,32.30,69,90,2912,2025-11-24,0.27341,0.69424,0.00677,-0.06977,0.66419,0.75260
1410,AAPL260515C00270000,AAPL,2026-05-15,270.00,call,26.60,25.85,25.80,7,25.90,65,55,2981,2025-11-24,0.27341,0.62051,0.00735,-0.07272,0.72089,0.68387
1412,AAPL260515C00280000,AAPL,2026-05-15,280.00,call,20.94,20.23,20.20,30,20.25,55,71,2399,2025-11-24,0.25390,0.54293,0.00825,-0.06929,0.75125,0.61345
1415,AAPL260515P00290000,AAPL,2026-05-15,290.00,put,25.40,24.98,24.85,35,25.10,1,3,82,2025-11-24,0.27341,-0.52946,0.00768,-0.04164,0.75357,-0.80937
1417,AAPL260515P00300000,AAPL,2026-05-15,300.00,put,30.80,31.15,31.00,27,31.30,3,10,112,2025-11-24,0.25390,-0.61333,0.00796,-0.03227,0.72493,-0.94122
1419,AAPL260515P00310000,AAPL,2026-05-15,310.00,put,40.65,38.28,38.10,7,38.45,7,24,131,2025-11-24,0.27341,-0.66613,0.00703,-0.03111,0.68913,-1.04903
1421,AAPL260515P00320000,AAPL,2026-05-15,320.00,put,45.68,46.23,45.70,9,46.75,16,19,61,2025-11-24,0.27341,-0.72522,0.00644,-0.02402,0.63176,-1.16095
1423,AAPL260515P00330000,AAPL,2026-05-15,330.00,put,54.34,55.08,54.40,30,55.75,30,4,35,2025-11-24,0.29292,-0.75761,0.00563,-0.02231,0.59200,-1.24574
1425,AAPL260515P00340000,AAPL,2026-05-15,340.00,put,63.85,64.12,62.15,21,66.10,21,4,0,2025-11-24,0.31243,-0.78266,0.00497,-0.02076,0.55691,-1.32193
1427,AAPL260515P00350000,AAPL,2026-05-15,350.00,put,0.00,74.10,72.15,26,76.05,26,0,0,2025-11-24,0.33194,-0.8022,0.00442,-0.01944,0.52675,-1.39165
1429,AAPL260515P00360000,AAPL,2026-05-15,360.00,put,0.00,84.10,82.15,26,86.05,26,0,0,2025-11-24,0.37097,-0.80106,0.00397,-0.02452,0.52859,-1.43974
1431,AAPL260515P00370000,AAPL,2026-05-15,370.00,put,0.00,94.10,92.15,26,96.05,26,0,0,2025-11-24,0.39048,-0.81389,0.00362,-0.02373,0.50748,-1.50148
1433,AAPL260515P00380000,AAPL,2026-05-15,380.00,put,0.00,104.10,102.15,26,106.05,26,0,0,2025-11-24,0.40999,-0.82421,0.00333,-0.02316,0.48965,-1.56031
1435,AAPL260515P00390000,AAPL,2026-05-15,390.00,put,0.00,114.10,112.15,26,116.05,26,0,0,2025-11-24,0.44901,-0.81838,0.00310,-0.02908,0.49981,-1.60292
1437,AAPL260515P00400000,AAPL,2026-05-15,400.00,put,0.00,124.10,122.15,26,126.05,26,0,0,2025-11-24,0.46853,-0.82561,0.00290,-0.02895,0.48717,-1.65813
1439,AAPL260515P00410000,AAPL,2026-05-15,410.00,put,0.00,134.10,132.15,26,136.05,26,0,0,2025-11-24,0.48804,-0.83149,0.00272,-0.02900,0.47660,-1.71181
1441,AAPL260515P00420000,AAPL,2026-05-15,420.00,put,0.00,144.10,142.15,22,146.05,26,0,0,2025-11-24,0.50755,-0.83626,0.00257,-0.02923,0.46785,-1.76423
1443,AAPL260515P00430000,AAPL,2026-05-15,430.00,put,0.00,154.10,152.15,21,156.05,26,0,0,2025-11-24,0.54657,-0.82797,0.00246,-0.03604,0.48297,-1.80418
1445,AAPL260515P00440000,AAPL,2026-05-15,440.00,put,0.00,164.10,162.15,26,166.05,26,0,0,2025-11-24,0.56608,-0.83136,0.00235,-0.03662,0.47684,-1.85506
1447,AAPL260515P00450000,AAPL,2026-05-15,450.00,put,0.00,174.10,172.15,26,176.05,26,0,0,2025-11-24,0.58560,-0.83405,0.00225,-0.03736,0.47192,-1.90518
1448,AAPL260618C00005000,AAPL,2026-06-18,5.00,call,262.55,271.07,269.15,19,273.00,2,0,0,2025-11-24,1.97093,0.99973,0.00000,-0.00149,0.00205,0.02695
1450,AAPL260618C00010000,AAPL,2026-06-18,10.00,call,160.95,266.10,264.20,19,268.00,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00104,0.00000,0.05522
1452,AAPL260618C00015000,AAPL,2026-06-18,15.00,call,195.15,261.12,259.25,19,263.00,2,0,3,2025-11-24,0.01976,1.0,0.00000,-0.00156,0.00000,0.08282
1454,AAPL260618C00020000,AAPL,2026-06-18,20.00,call,178.50,256.15,254.30,19,258.00,2,0,7,2025-11-24,0.01976,1.0,0.00000,-0.00208,0.00000,0.11043
1456,AAPL260618C00025000,AAPL,2026-06-18,25.00,call,185.35,251.15,250.50,25,251.80,3,0,3174,2025-11-24,0.01976,1.0,0.00000,-0.00260,0.00000,0.13804
1458,AAPL260618C00030000,AAPL,2026-06-18,30.00,call,198.12,246.45,244.50,19,248.40,1,0,4,2025-11-24,0.01976,1.0,0.00000,-0.00312,0.00000,0.16565
1460,AAPL260618C00035000,AAPL,2026-06-18,35.00,call,235.42,241.55,239.60,19,243.50,3,0,3,2025-11-24,0.01976,1.0,0.00000,-0.00364,0.00000,0.19326
1462,AAPL260618C00040000,AAPL,2026-06-18,40.00,call,157.25,236.60,234.70,19,238.50,2,0,1,2025-11-24,0.01976,1.0,0.00000,-0.00416,0.00000,0.22086
1464,AAPL260618C00045000,AAPL,2026-06-18,45.00,call,209.45,231.65,229.80,19,233.50,2,0,3,2025-11-24,0.01976,1.0,0.00000,-0.00468,0.00000,0.24847
1466,AAPL260618C00050000,AAPL,2026-06-18,50.00,call,226.47,226.90,224.95,19,228.85,19,0,627,2025-11-24,0.01976,1.0,0.00000,-0.00520,0.00000,0.27608
1468,AAPL260618C00055000,AAPL,2026-06-18,55.00,call,213.72,222.00,220.05,11,223.95,1,0,152,2025-11-24,0.01976,1.0,0.00000,-0.00572,0.00000,0.30369
1470,AAPL260618C00060000,AAPL,2026-06-18,60.00,call,209.20,217.10,215.20,19,219.00,2,0,142,2025-11-24,0.01976,1.0,0.00000,-0.00624,0.00000,0.33130
1472,AAPL260618C00065000,AAPL,2026-06-18,65.00,call,205.20,212.15,210.30,11,214.00,2,0,52,2025-11-24,0.01976,1.0,0.00000,-0.00676,0.00000,0.35890
1474,AAPL260618C00070000,AAPL,2026-06-18,70.00,call,200.54,207.40,205.45,19,209.35,19,0,431,2025-11-24,0.01976,1.0,0.00000,-0.00728,0.00000,0.38651
1476,AAPL260618C00075000,AAPL,2026-06-18,75.00,call,194.37,202.53,200.55,19,204.50,3,0,306,2025-11-24,0.01976,1.0,0.00000,-0.00780,0.00000,0.41412
1478,AAPL260618C00080000,AAPL,2026-06-18,80.00,call,189.20,197.60,195.70,19,199.50,2,0,306,2025-11-24,0.01976,1.0,0.00000,-0.00832,0.00000,0.44173
1480,AAPL260618C00085000,AAPL,2026-06-18,85.00,call,186.37,192.68,190.85,19,194.50,2,0,140,2025-11-24,0.01976,1.0,0.00000,-0.00884,0.00000,0.46934
1482,AAPL260618C00090000,AAPL,2026-06-18,90.00,call,182.16,187.68,186.00,19,189.35,35,0,1726,2025-11-24,0.01976,1.0,0.00000,-0.00936,0.00000,0.49694
1484,AAPL260618C00095000,AAPL,2026-06-18,95.00,call,176.95,182.85,181.25,5,184.45,5,0,311,2025-11-24,0.01976,1.0,0.00000,-0.00988,0.00000,0.52455
1486,AAPL260618C00100000,AAPL,2026-06-18,100.00,call,176.10,178.00,176.65,25,179.35,26,0,2241,2025-11-24,0.01976,1.0,0.00000,-0.01040,0.00000,0.55216
1488,AAPL260618C00105000,AAPL,2026-06-18,105.00,call,170.05,173.12,171.55,5,174.70,4,0,196,2025-11-24,0.01976,1.0,0.00000,-0.01092,0.00000,0.57977
1490,AAPL260618C00110000,AAPL,2026-06-18,110.00,call,161.94,168.20,166.55,19,169.85,10,0,232,2025-11-24,0.01976,1.0,0.00000,-0.01144,0.00000,0.60737
1492,AAPL260618C00115000,AAPL,2026-06-18,115.00,call,151.50,163.60,161.70,19,165.50,2,0,228,2025-11-24,0.50755,0.99451,0.00015,-0.01579,0.03257,0.62526
1494,AAPL260618C00120000,AAPL,2026-06-18,120.00,call,151.07,158.57,157.00,5,160.15,13,0,415,2025-11-24,0.40999,0.9983,0.00006,-0.01356,0.01136,0.65968
1496,AAPL260618C00125000,AAPL,2026-06-18,125.00,call,147.53,153.73,152.15,5,155.30,13,0,236,2025-11-24,0.42950,0.99635,0.00012,-0.01524,0.02260,0.68390
1498,AAPL260618C00130000,AAPL,2026-06-18,130.00,call,143.07,148.90,147.30,4,150.50,10,0,200,2025-11-24,0.42950,0.99479,0.00017,-0.01659,0.03109,0.70878
1500,AAPL260618C00135000,AAPL,2026-06-18,135.00,call,139.69,144.07,142.50,5,145.65,13,0,699,2025-11-24,0.42950,0.99275,0.00023,-0.01815,0.04167,0.73280
1502,AAPL260618C00140000,AAPL,2026-06-18,140.00,call,139.50,139.32,138.65,25,140.00,24,26,460,2025-11-24,0.42950,0.99015,0.00030,-0.01992,0.05454,0.75582
1504,AAPL260618C00145000,AAPL,2026-06-18,145.00,call,135.40,134.43,132.85,26,136.00,41,1,262,2025-11-24,0.40999,0.98966,0.00032,-0.02040,0.05686,0.78267
1506,AAPL260618C00150000,AAPL,2026-06-18,150.00,call,127.00,129.70,128.15,49,131.25,41,0,901,2025-11-24,0.42950,0.98292,0.00048,-0.02418,0.08776,0.79818
1508,AAPL260618C00155000,AAPL,2026-06-18,155.00,call,121.90,124.97,123.50,5,126.45,10,0,553,2025-11-24,0.40999,0.98202,0.00052,-0.02465,0.09167,0.82437
1510,AAPL260618C00160000,AAPL,2026-06-18,160.00,call,116.58,120.00,118.50,9,121.50,19,0,1076,2025-11-24,0.39048,0.98119,0.00057,-0.02505,0.09527,0.85070
1512,AAPL260618C00165000,AAPL,2026-06-18,165.00,call,113.25,115.47,114.00,4,116.95,14,1,560,2025-11-24,0.40999,0.97092,0.00078,-0.02987,0.13746,0.85975
1514,AAPL260618C00170000,AAPL,2026-06-18,170.00,call,107.32,110.75,109.75,62,111.75,35,0,2063,2025-11-24,0.39048,0.96942,0.00085,-0.03025,0.14331,0.88500
1516,AAPL260618C00175000,AAPL,2026-06-18,175.00,call,107.00,106.00,104.50,30,107.50,40,6,459,2025-11-24,0.39048,0.96193,0.00102,-0.03320,0.17159,0.89920
1518,AAPL260618C00180000,AAPL,2026-06-18,180.00,call,100.55,101.28,99.85,30,102.70,8,2,1673,2025-11-24,0.37097,0.96,0.00112,-0.03348,0.17864,0.92380
1520,AAPL260618C00185000,AAPL,2026-06-18,185.00,call,96.78,96.18,95.15,7,97.20,7,1,1005,2025-11-24,0.35146,0.95809,0.00123,-0.03369,0.18550,0.94849
1522,AAPL260618C00190000,AAPL,2026-06-18,190.00,call,92.00,91.95,91.70,13,92.20,14,3,5091,2025-11-24,0.35146,0.94824,0.00146,-0.03680,0.21977,0.95857
1524,AAPL260618C00195000,AAPL,2026-06-18,195.00,call,87.60,87.47,86.75,37,88.20,37,4,2778,2025-11-24,0.35146,0.93694,0.00170,-0.04009,0.25670,0.96599
1526,AAPL260618C00200000,AAPL,2026-06-18,200.00,call,84.00,82.90,82.70,22,83.10,40,3,6694,2025-11-24,0.35146,0.92417,0.00196,-0.04352,0.29589,0.97063
1528,AAPL260618C00205000,AAPL,2026-06-18,205.00,call,74.60,78.35,78.10,32,78.60,14,1,3915,2025-11-24,0.33194,0.91982,0.00216,-0.04354,0.30868,0.99140
1530,AAPL260618C00210000,AAPL,2026-06-18,210.00,call,74.33,73.93,73.70,13,74.15,14,26,5539,2025-11-24,0.33194,0.90444,0.00247,-0.04702,0.35188,0.99134
1532,AAPL260618C00215000,AAPL,2026-06-18,215.00,call,70.29,69.53,69.50,7,69.55,73,17,3784,2025-11-24,0.33194,0.88742,0.00278,-0.05054,0.39631,0.98813
1534,AAPL260618C00220000,AAPL,2026-06-18,220.00,call,66.05,65.22,65.20,2,65.25,38,40,5944,2025-11-24,0.31243,0.88012,0.00309,-0.05034,0.41437,1.00413
1536,AAPL260618C00225000,AAPL,2026-06-18,225.00,call,60.65,61.00,60.95,10,61.05,14,5,3668,2025-11-24,0.31243,0.85989,0.00344,-0.05375,0.46161,0.99510
1538,AAPL260618C00230000,AAPL,2026-06-18,230.00,call,57.05,56.88,56.85,8,56.90,31,27,12594,2025-11-24,0.31243,0.83798,0.00379,-0.05707,0.50850,0.98272
1540,AAPL260618C00235000,AAPL,2026-06-18,235.00,call,53.36,52.88,52.85,7,52.90,23,13,6585,2025-11-24,0.31243,0.81449,0.00413,-0.06025,0.55425,0.96712
1542,AAPL260618C00240000,AAPL,2026-06-18,240.00,call,48.96,48.92,48.90,8,48.95,14,24,6435,2025-11-24,0.29292,0.80048,0.00460,-0.05951,0.57948,0.97195
1544,AAPL260618C00245000,AAPL,2026-06-18,245.00,call,43.67,45.12,45.10,10,45.15,14,0,3026,2025-11-24,0.29292,0.77326,0.00496,-0.06227,0.62439,0.94939
1546,AAPL260618C00250000,AAPL,2026-06-18,250.00,call,41.75,41.40,41.35,12,41.45,27,37,18051,2025-11-24,0.29292,0.74468,0.00529,-0.06475,0.66606,0.92380
1548,AAPL260618C00255000,AAPL,2026-06-18,255.00,call,37.75,37.85,37.80,11,37.90,52,103,3138,2025-11-24,0.27341,0.72347,0.00590,-0.06329,0.69354,0.91649
1550,AAPL260618C00260000,AAPL,2026-06-18,260.00,call,34.49,34.48,34.45,11,34.50,55,31,6275,2025-11-24,0.27341,0.69099,0.00622,-0.06510,0.73028,0.88338
1552,AAPL260618C00265000,AAPL,2026-06-18,265.00,call,32.10,31.23,31.20,17,31.25,39,26,4809,2025-11-24,0.27341,0.6576,0.00648,-0.06651,0.76156,0.84788
1554,AAPL260618C00270000,AAPL,2026-06-18,270.00,call,28.90,28.17,28.15,11,28.20,18,139,10421,2025-11-24,0.27341,0.62358,0.00670,-0.06749,0.78695,0.81041
1556,AAPL260618C00275000,AAPL,2026-06-18,275.00,call,25.50,25.27,25.25,17,25.30,49,409,4519,2025-11-24,0.27341,0.58923,0.00686,-0.06803,0.80618,0.77144
1558,AAPL260618C00280000,AAPL,2026-06-18,280.00,call,22.60,22.58,22.55,9,22.60,86,119,13671,2025-11-24,0.25390,0.55299,0.00751,-0.06440,0.81965,0.73756
1560,AAPL260618C00285000,AAPL,2026-06-18,285.00,call,20.52,20.08,20.05,11,20.10,81,14,5124,2025-11-24,0.25390,0.51612,0.00757,-0.06397,0.82628,0.69281
1563,AAPL260618P00290000,AAPL,2026-06-18,290.00,put,0.00,26.40,26.25,12,26.55,11,0,54,2025-11-24,0.27341,-0.51316,0.00704,-0.03693,0.82650,-0.95149
1565,AAPL260618P00300000,AAPL,2026-06-18,300.00,put,31.90,32.45,32.30,14,32.60,19,13,132,2025-11-24,0.27341,-0.5785,0.00690,-0.03332,0.81089,-1.08779
1567,AAPL260618P00310000,AAPL,2026-06-18,310.00,put,0.00,39.33,39.15,8,39.50,4,0,127,2025-11-24,0.27341,-0.63971,0.00660,-0.02848,0.77571,-1.22097
1569,AAPL260618P00320000,AAPL,2026-06-18,320.00,put,46.65,47.03,46.85,1,47.20,11,11,83,2025-11-24,0.27341,-0.69577,0.00617,-0.02272,0.72527,-1.34906
1571,AAPL260618P00330000,AAPL,2026-06-18,330.00,put,54.80,55.50,54.85,7,56.15,30,30,27,2025-11-24,0.29292,-0.72701,0.00548,-0.02171,0.68915,-1.44857
1573,AAPL260618P00340000,AAPL,2026-06-18,340.00,put,0.00,64.80,63.55,4,66.05,4,0,10,2025-11-24,0.31243,-0.75146,0.00489,-0.02082,0.65666,-1.53865
1575,AAPL260618P00350000,AAPL,2026-06-18,350.00,put,0.00,74.12,72.15,19,76.10,19,0,0,2025-11-24,0.33194,-0.77071,0.00441,-0.02008,0.62834,-1.62151
1577,AAPL260618P00360000,AAPL,2026-06-18,360.00,put,0.00,84.15,82.20,1,86.10,24,0,0,2025-11-24,0.35146,-0.78596,0.00400,-0.01954,0.60410,-1.69881
1579,AAPL260618P00370000,AAPL,2026-06-18,370.00,put,0.00,94.10,92.15,24,96.05,24,0,0,2025-11-24,0.37097,-0.79809,0.00366,-0.01918,0.58363,-1.77180
1581,AAPL260618P00380000,AAPL,2026-06-18,380.00,put,0.00,104.10,102.15,24,106.05,24,0,0,2025-11-24,0.40999,-0.79219,0.00337,-0.02474,0.59373,-1.82350
1583,AAPL260618P00390000,AAPL,2026-06-18,390.00,put,0.00,114.10,112.15,24,116.05,24,0,0,2025-11-24,0.42950,-0.80045,0.00314,-0.02480,0.57954,-1.89107
1585,AAPL260618P00400000,AAPL,2026-06-18,400.00,put,0.00,124.10,122.15,19,126.05,24,0,0,2025-11-24,0.44901,-0.80711,0.00294,-0.02502,0.56773,-1.95647
1587,AAPL260618P00410000,AAPL,2026-06-18,410.00,put,0.00,134.10,132.15,24,136.05,24,0,0,2025-11-24,0.46853,-0.81246,0.00277,-0.02541,0.55801,-2.02008
1589,AAPL260618P00420000,AAPL,2026-06-18,420.00,put,0.00,144.10,142.15,24,146.05,24,0,0,2025-11-24,0.48804,-0.81671,0.00262,-0.02595,0.55013,-2.08223
1591,AAPL260618P00430000,AAPL,2026-06-18,430.00,put,0.00,154.10,152.15,24,156.05,24,0,0,2025-11-24,0.52706,-0.80709,0.00251,-0.03253,0.56776,-2.12911
1593,AAPL260618P00440000,AAPL,2026-06-18,440.00,put,0.00,164.10,162.15,24,166.05,24,0,0,2025-11-24,0.54657,-0.80999,0.00240,-0.03339,0.56252,-2.18949
